Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000001.11	15152566	15220478	1	plus	transmembrane protein 51	TMEM51	55092	protein-coding	NM_018022.3	NP_060492.1	253	
NC_000001.11	15236521	15403010	1	plus	forkhead associated phosphopeptide binding domain 1	FHAD1	114827	protein-coding	NM_052929.2	NP_443161.1	1412	
NC_000001.11	15409888	15430339	1	plus	EF-hand domain family member D2	EFHD2	79180	protein-coding	NM_024329.6	NP_077305.2	240	
NC_000001.11	15438443	15449242	1	plus	chymotrypsin C	CTRC	11330	protein-coding	NM_007272.3	NP_009203.2	268	
NC_000001.11	15456732	15472091	1	plus	chymotrypsin like elastase 2A	CELA2A	63036	protein-coding	NM_033440.3	NP_254275.1	269	
NC_000001.11	15476104	15491395	1	plus	chymotrypsin like elastase 2B	CELA2B	51032	protein-coding	NM_015849.3	NP_056933.3	269	
NC_000001.11	15491401	15524912	1	minus	caspase 9	CASP9	842	protein-coding	NM_001229.5	NP_001220.2	416	
NC_000001.11	15526848	15571733	1	plus	DnaJ heat shock protein family (Hsp40) member C16	DNAJC16	23341	protein-coding	NM_015291.4	NP_056106.1	782	
NC_000001.11	15571699	15585051	1	minus	agmatinase (putative)	AGMAT	79814	protein-coding	NM_024758.5	NP_079034.3	352	
NC_000001.11	15617458	15669044	1	plus	DNA damage inducible 1 homolog 2	DDI2	84301	protein-coding	NM_032341.5	NP_115717.3	399	
NC_000001.11	15659713	15662033	1	plus	regulator of solute carriers 1	RSC1A1	6248	protein-coding	NM_006511.3	NP_006502.1	617	
NC_000001.11	15681506	15734769	1	plus	pleckstrin homology and RUN domain containing M2	PLEKHM2	23207	protein-coding	NM_015164.4	NP_055979.2	1019	
NC_000001.11	15736258	15741392	1	plus	solute carrier family 25 member 34	SLC25A34	284723	protein-coding	NM_207348.3	NP_997231.1	304	
NC_000001.11	15742499	15747982	1	plus	transmembrane protein 82	TMEM82	388595	protein-coding	NM_001013641.3	NP_001013663.1	343	
NC_000001.11	15756638	15786589	1	plus	filamin binding LIM protein 1	FBLIM1	54751	protein-coding	NM_017556.4	NP_060026.2	373	
NC_000001.11	15807374	15807649	1	minus	ubiquinol-cytochrome c reductase hinge protein like	UQCRHL	440567	protein-coding	NM_001089591.2	NP_001083060.1	91	
NC_000001.11	15847707	15940456	1	plus	spen family transcriptional repressor	SPEN	23013	protein-coding	NM_015001.3	NP_055816.2	3664	
NC_000001.11	15941869	15976101	1	minus	zinc finger and BTB domain containing 17	ZBTB17	7709	protein-coding	NM_003443.3	NP_003434.2	803	
NC_000001.11	16004236	16008807	1	plus	steroid receptor associated and regulated protein	SRARP	149563	protein-coding	NM_178840.4	NP_849162.1	169	
NC_000001.11	16014029	16019594	1	minus	heat shock protein family B (small) member 7	HSPB7	27129	protein-coding	NM_014424.5	NP_055239.1	170	
NC_000001.11	16022036	16034050	1	plus	chloride voltage-gated channel Ka	CLCNKA	1187	protein-coding	NM_004070.4	NP_004061.3	687	
NC_000001.11	16043782	16057326	1	plus	chloride voltage-gated channel Kb	CLCNKB	1188	protein-coding	NM_000085.5	NP_000076.2	687	
NC_000001.11	16057769	16073651	1	minus	family with sequence similarity 131 member C	FAM131C	348487	protein-coding	NM_182623.3	NP_872429.2	280	
NC_000001.11	16124337	16156069	1	minus	EPH receptor A2	EPHA2	1969	protein-coding	NM_004431.5	NP_004422.2	976	
NC_000001.11	16197854	16212652	1	minus	Rho guanine nucleotide exchange factor 19	ARHGEF19	128272	protein-coding	NM_153213.5	NP_694945.2	802	
NC_000001.11	16231692	16237183	1	minus	ciliogenesis and planar polarity effector complex subunit 2	CPLANE2	79363	protein-coding	NM_030907.4	NP_112169.2	258	
NC_000001.11	16246840	16352480	1	minus	F-box protein 42	FBXO42	54455	protein-coding	NM_018994.3	NP_061867.1	717	
NC_000001.11	16367242	16398145	1	plus	SUZ RNA binding domain containing 1	SZRD1	26099	protein-coding	NM_001114600.3	NP_001108072.1	152	
NC_000001.11	16395677	16437842	1	minus	spermatogenesis associated 21	SPATA21	374955	protein-coding	NM_198546.1	NP_940948.1	469	
NC_000001.11	16440724	16460078	1	plus	NECAP endocytosis associated 2	NECAP2	55707	protein-coding	NM_018090.5	NP_060560.1	263	
NC_000001.11	16538986	16539663	1	plus	putative protein FAM231BP	LOC124903856	124903856	protein-coding	XM_047436898.1	XP_047292854.1	169	
NC_000001.11	16562423	16613564	1	minus	NBPF member 1	NBPF1	55672	protein-coding	NM_017940.8	NP_060410.4	1214	
NC_000001.11	16672506	16673512	1	plus	FAM231A/C-like protein LOC102723383	LOC124903857	124903857	protein-coding	XM_047436909.1	XP_047292865.1	169	
NC_000001.11	16914085	16972964	1	plus	ciliary rootlet coiled-coil, rootletin	CROCC	9696	protein-coding	NM_014675.5	NP_055490.4	2017	
NC_000001.11	16974502	16981583	1	minus	microfibril associated protein 2	MFAP2	4237	protein-coding	NM_002403.4	NP_002394.1	183	
NC_000001.11	16985958	17011928	1	minus	ATPase cation transporting 13A2	ATP13A2	23400	protein-coding	NM_022089.4	NP_071372.1	1180	
NC_000001.11	17018722	17054032	1	minus	succinate dehydrogenase complex iron sulfur subunit B	SDHB	6390	protein-coding	NM_003000.3	NP_002991.2	280	
NC_000001.11	17066761	17119451	1	minus	peptidyl arginine deiminase 2	PADI2	11240	protein-coding	NM_007365.3	NP_031391.2	665	
NC_000001.11	17205128	17246007	1	plus	peptidyl arginine deiminase 1	PADI1	29943	protein-coding	NM_013358.3	NP_037490.2	663	
NC_000001.11	17249098	17284233	1	plus	peptidyl arginine deiminase 3	PADI3	51702	protein-coding	NM_016233.2	NP_057317.2	664	
NC_000001.11	17308197	17364004	1	plus	peptidyl arginine deiminase 4	PADI4	23569	protein-coding	NM_012387.3	NP_036519.2	663	
NC_000001.11	17372196	17401699	1	plus	peptidyl arginine deiminase 6	PADI6	353238	protein-coding	NM_207421.4	NP_997304.3	694	
NC_000001.11	17406760	17439677	1	minus	regulator of chromosome condensation 2	RCC2	55920	protein-coding	NM_018715.4	NP_061185.1	522	
NC_000001.11	17513435	17697875	1	plus	Rho guanine nucleotide exchange factor 10 like	ARHGEF10L	55160	protein-coding	NM_018125.4	NP_060595.3	1279	
NC_000001.11	17755333	17827063	1	plus	actin like 8	ACTL8	81569	protein-coding	NM_030812.3	NP_110439.2	366	
NC_000001.11	18107798	18378483	1	plus	immunoglobin superfamily member 21	IGSF21	84966	protein-coding	NM_032880.5	NP_116269.3	467	
NC_000001.11	18480930	18485974	1	plus	kelch domain containing 7A	KLHDC7A	127707	protein-coding	NM_152375.3	NP_689588.2	777	
NC_000001.11	18630846	18748866	1	plus	paired box 7	PAX7	5081	protein-coding	NM_002584.3	NP_002575.1	520	
NC_000001.11	18839599	18859660	1	minus	taste 1 receptor member 2	TAS1R2	80834	protein-coding	NM_152232.6	NP_689418.2	839	
NC_000001.11	18871430	18902555	1	minus	aldehyde dehydrogenase 4 family member A1	ALDH4A1	8659	protein-coding	NM_003748.4	NP_003739.2	563	
NC_000001.11	18904280	18956676	1	minus	intermediate filament family orphan 2	IFFO2	126917	protein-coding	NM_001136265.2	NP_001129737.1	517	
NC_000001.11	19074510	19210266	1	minus	ubiquitin protein ligase E3 component n-recognin 4	UBR4	23352	protein-coding	NM_020765.3	NP_065816.2	5183	
NC_000001.11	19215660	19251524	1	minus	ER membrane protein complex subunit 1	EMC1	23065	protein-coding	NM_015047.3	NP_055862.1	993	
NC_000001.11	19251805	19260128	1	plus	MRT4 homolog, ribosome maturation factor	MRTO4	51154	protein-coding	NM_016183.4	NP_057267.2	239	
NC_000001.11	19274229	19288770	1	minus	aldo-keto reductase family 7 member A3	AKR7A3	22977	protein-coding	NM_012067.3	NP_036199.2	331	
NC_000001.11	19302708	19312146	1	minus	aldo-keto reductase family 7 member A2	AKR7A2	8574	protein-coding	NM_003689.4	NP_003680.2	359	
NC_000001.11	19312326	19334463	1	plus	solute carrier family 66 member 1	SLC66A1	54896	protein-coding	NM_017765.3	NP_060235.2	291	
NC_000001.11	19338775	19485539	1	minus	capping actin protein of muscle Z-line subunit beta	CAPZB	832	protein-coding	NM_004930.5	NP_004921.1	272	
NC_000001.11	19596979	19658452	1	plus	MICOS10-NBL1 readthrough	MICOS10-NBL1	100532736	protein-coding	NM_001204088.2	NP_001191017.1	195	
NC_000001.11	19596979	19629820	1	plus	mitochondrial contact site and cristae organizing system subunit 10	MICOS10	440574	protein-coding	NM_001032363.4	NP_001027535.1	78	
NC_000001.11	19643229	19658452	1	plus	NBL1, DAN family BMP antagonist	NBL1	4681	protein-coding	NM_005380.8	NP_005371.2	181	
NC_000001.11	19664875	19680966	1	plus	5-hydroxytryptamine receptor 6	HTR6	3362	protein-coding	NM_000871.3	NP_000862.1	440	
NC_000001.11	19682240	19799916	1	minus	transmembrane and coiled-coil domains 4	TMCO4	255104	protein-coding	NM_181719.7	NP_859070.3	634	
NC_000001.11	19814029	19815283	1	minus	ring finger protein 186	RNF186	54546	protein-coding	NM_019062.2	NP_061935.1	227	
NC_000001.11	19882395	19912945	1	plus	OTU deubiquitinase 3	OTUD3	23252	protein-coding	NM_015207.2	NP_056022.1	398	
NC_000001.11	19920009	19923617	1	minus	phospholipase A2 group IIE	PLA2G2E	30814	protein-coding	NM_014589.3	NP_055404.1	142	
NC_000001.11	19975431	19980434	1	minus	phospholipase A2 group IIA	PLA2G2A	5320	protein-coding	NM_000300.4	NP_000291.1	144	
NC_000001.11	20028408	20091911	1	plus	phospholipase A2 group V	PLA2G5	5322	protein-coding	NM_000929.3	NP_000920.1	138	
NC_000001.11	20111939	20119536	1	minus	phospholipase A2 group IID	PLA2G2D	26279	protein-coding	NM_012400.4	NP_036532.1	145	
NC_000001.11	20139323	20150381	1	plus	phospholipase A2 group IIF	PLA2G2F	64600	protein-coding	NM_022819.4	NP_073730.3	211	
NC_000001.11	20163055	20186518	1	minus	phospholipase A2 group IIC	PLA2G2C	391013	protein-coding	NM_001316722.3	NP_001303651.1	150	
NC_000001.11	20183331	20196050	1	plus	UBX domain protein 10	UBXN10	127733	protein-coding	NM_152376.5	NP_689589.1	280	
NC_000001.11	20290875	20359518	1	plus	von Willebrand factor A domain containing 5B1	VWA5B1	127731	protein-coding	NM_001039500.3	NP_001034589.2	1215	
NC_000001.11	20482391	20486210	1	minus	calcium/calmodulin dependent protein kinase II inhibitor 1	CAMK2N1	55450	protein-coding	NM_018584.6	NP_061054.2	78	
NC_000001.11	20499448	20508151	1	minus	mitochondrial E3 ubiquitin protein ligase 1	MUL1	79594	protein-coding	NM_024544.3	NP_078820.2	352	
NC_000001.11	20552573	20555020	1	plus	family with sequence similarity 43 member B	FAM43B	163933	protein-coding	NM_207334.3	NP_997217.1	329	
NC_000001.11	20589097	20618903	1	plus	cytidine deaminase	CDA	978	protein-coding	NM_001785.3	NP_001776.1	146	
NC_000001.11	20633458	20651511	1	plus	PTEN induced kinase 1	PINK1	65018	protein-coding	NM_032409.3	NP_115785.1	581	
NC_000001.11	20651777	20661369	1	minus	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	DDOST	1650	protein-coding	NM_005216.5	NP_005207.3	439	
NC_000001.11	20661630	20718007	1	minus	kinesin family member 17	KIF17	57576	protein-coding	NM_020816.4	NP_065867.2	1029	
NC_000001.11	20719731	20732703	1	minus	SH2 domain containing 5	SH2D5	400745	protein-coding	NM_001103160.2	NP_001096630.1	339	
NC_000001.11	20740266	20787307	1	minus	heterochromatin protein 1 binding protein 3	HP1BP3	50809	protein-coding	NM_016287.5	NP_057371.2	553	
NC_000001.11	20806292	21176897	1	minus	eukaryotic translation initiation factor 4 gamma 3	EIF4G3	8672	protein-coding	NM_003760.4	NP_003751.2	1585	
NC_000001.11	21217250	21345504	1	minus	endothelin converting enzyme 1	ECE1	1889	protein-coding	NM_001397.3	NP_001388.1	770	
NC_000001.11	21436789	21484900	1	plus	NBPF member 3	NBPF3	84224	protein-coding	NM_032264.6	NP_115640.1	633	
NC_000001.11	21508984	21578410	1	plus	alkaline phosphatase, biomineralization associated	ALPL	249	protein-coding	NM_000478.6	NP_000469.3	524	
NC_000001.11	21596221	21669357	1	minus	RAP1 GTPase activating protein	RAP1GAP	5909	protein-coding	NM_002885.4	NP_002876.2	663	
NC_000001.11	21678298	21783149	1	minus	ubiquitin specific peptidase 48	USP48	84196	protein-coding	NM_032236.8	NP_115612.4	1035	
NC_000001.11	21812265	21825225	1	plus	low density lipoprotein receptor class A domain containing 2	LDLRAD2	401944	protein-coding	NM_001013693.3	NP_001013715.2	272	
NC_000001.11	21822244	21937310	1	minus	heparan sulfate proteoglycan 2	HSPG2	3339	protein-coding	NM_005529.7	NP_005520.4	4391	
NC_000001.11	21977022	21998642	1	plus	chymotrypsin like elastase 3B	CELA3B	23436	protein-coding	NM_007352.4	NP_031378.1	270	
NC_000001.11	22001657	22012542	1	plus	chymotrypsin like elastase 3A	CELA3A	10136	protein-coding	NM_005747.5	NP_005738.4	270	
NC_000001.11	22052709	22101360	1	plus	cell division cycle 42	CDC42	998	protein-coding	NM_001791.4	NP_001782.1	191	
NC_000001.11	22117313	22143097	1	minus	Wnt family member 4	WNT4	54361	protein-coding	NM_030761.5	NP_110388.2	351	
NC_000001.11	22428909	22531154	1	plus	zinc finger and BTB domain containing 40	ZBTB40	9923	protein-coding	NM_014870.4	NP_055685.3	1239	
NC_000001.11	22563489	22603595	1	plus	EPH receptor A8	EPHA8	2046	protein-coding	NM_020526.5	NP_065387.1	1005	
NC_000001.11	22636463	22639678	1	plus	complement C1q A chain	C1QA	712	protein-coding	NM_015991.4	NP_057075.1	245	
NC_000001.11	22643633	22648108	1	plus	complement C1q C chain	C1QC	714	protein-coding	NM_172369.5	NP_758957.2	245	
NC_000001.11	22653236	22661637	1	plus	complement C1q B chain	C1QB	713	protein-coding	NM_000491.5	NP_000482.3	253	
NC_000001.11	22710838	22921500	1	plus	EPH receptor B2	EPHB2	2048	protein-coding	NM_004442.7	NP_004433.2	987	
NC_000001.11	22953043	22972866	1	minus	lactamase beta like 1	LACTBL1	646262	protein-coding	NM_001289974.2	NP_001276903.1	579	
NC_000001.11	23010834	23015852	1	minus	testis expressed 46	TEX46	729059	protein-coding	NM_001242521.2	NP_001229450.1	121	
NC_000001.11	23019468	23083689	1	plus	lysine demethylase 1A	KDM1A	23028	protein-coding	NM_015013.4	NP_055828.2	852	
NC_000001.11	23083642	23178122	1	minus	leucine zipper protein 1	LUZP1	7798	protein-coding	NM_033631.5	NP_361013.3	1076	
NC_000001.11	23191895	23217502	1	minus	5-hydroxytryptamine receptor 1D	HTR1D	3352	protein-coding	NM_000864.5	NP_000855.1	377	
NC_000001.11	23304688	23344284	1	minus	heterogeneous nuclear ribonucleoprotein R	HNRNPR	10236	protein-coding	NM_005826.5	NP_005817.1	633	
NC_000001.11	23359448	23369836	1	minus	zinc finger protein 436	ZNF436	80818	protein-coding	NM_030634.3	NP_085137.1	470	
NC_000001.11	23380909	23424748	1	minus	transcription elongation factor A3	TCEA3	6920	protein-coding	NM_003196.3	NP_003187.1	348	
NC_000001.11	23428563	23484631	1	minus	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	ASAP3	55616	protein-coding	NM_017707.4	NP_060177.2	903	
NC_000001.11	23505212	23531233	1	minus	E2F transcription factor 2	E2F2	1870	protein-coding	NM_004091.4	NP_004082.1	437	
NC_000001.11	23557926	23559501	1	minus	inhibitor of DNA binding 3	ID3	3399	protein-coding	NM_002167.5	NP_002158.3	119	
NC_000001.11	23691779	23696835	1	plus	ribosomal protein L11	RPL11	6135	protein-coding	NM_000975.5	NP_000966.2	178	
NC_000001.11	23743471	23762059	1	plus	elongin A	ELOA	6924	protein-coding	NM_003198.3	NP_003189.3	772	
NC_000001.11	23778418	23788232	1	plus	PITH domain containing 1	PITHD1	57095	protein-coding	NM_020362.5	NP_065095.2	211	
NC_000001.11	23791145	23795539	1	plus	lysophospholipase 2	LYPLA2	11313	protein-coding	NM_007260.3	NP_009191.1	231	
NC_000001.11	23795599	23800754	1	minus	UDP-galactose-4-epimerase	GALE	2582	protein-coding	NM_000403.4	NP_000394.2	348	
NC_000001.11	23801885	23825429	1	minus	3-hydroxy-3-methylglutaryl-CoA lyase	HMGCL	3155	protein-coding	NM_000191.3	NP_000182.2	325	
NC_000001.11	23845077	23868290	1	minus	alpha-L-fucosidase 1	FUCA1	2517	protein-coding	NM_000147.5	NP_000138.2	466	
NC_000001.11	23870515	23913362	1	minus	cannabinoid receptor 2	CNR2	1269	protein-coding	NM_001841.3	NP_001832.1	360	
NC_000001.11	23959164	23963462	1	plus	proline rich nuclear receptor coactivator 2	PNRC2	55629	protein-coding	NM_017761.4	NP_060231.1	139	
NC_000001.11	23964347	23980327	1	minus	serine and arginine rich splicing factor 10	SRSF10	10772	protein-coding	NM_006625.6	NP_006616.1	183	
NC_000001.11	24056041	24112135	1	minus	myomesin 3	MYOM3	127294	protein-coding	NM_152372.4	NP_689585.3	1437	
NC_000001.11	24119771	24143140	1	minus	interleukin 22 receptor subunit alpha 1	IL22RA1	58985	protein-coding	NM_021258.4	NP_067081.2	574	
NC_000001.11	24154168	24187289	1	minus	interferon lambda receptor 1	IFNLR1	163702	protein-coding	NM_170743.4	NP_734464.1	520	
NC_000001.11	24319357	24364482	1	plus	grainyhead like transcription factor 3	GRHL3	57822	protein-coding	NM_021180.4	NP_067003.2	607	
NC_000001.11	24356999	24415044	1	minus	sperm tail PG-rich repeat containing 1	STPG1	90529	protein-coding	NM_178122.5	NP_835223.1	287	
NC_000001.11	24413524	24472983	1	plus	NIPA like domain containing 3	NIPAL3	57185	protein-coding	NM_020448.5	NP_065181.1	406	
NC_000001.11	24502344	24541040	1	plus	RCAN family member 3	RCAN3	11123	protein-coding	NM_013441.4	NP_038469.1	241	
NC_000001.11	24556087	24609328	1	plus	non-compact myelin associated protein	NCMAP	400746	protein-coding	NM_001010980.5	NP_001010980.1	102	
NC_000001.11	24643302	24673281	1	plus	serine and arginine repetitive matrix 1	SRRM1	10250	protein-coding	NM_005839.4	NP_005830.2	904	
NC_000001.11	24745447	24844321	1	plus	chloride intracellular channel 4	CLIC4	25932	protein-coding	NM_013943.3	NP_039234.1	253	
NC_000001.11	24899511	24965138	1	minus	RUNX family transcription factor 3	RUNX3	864	protein-coding	NM_004350.3	NP_004341.1	415	
NC_000001.11	25222276	25232502	1	minus	SYF2 pre-mRNA splicing factor	SYF2	25949	protein-coding	NM_015484.5	NP_056299.1	243	
NC_000001.11	25242249	25338254	1	minus	arginine and serine rich protein 1	RSRP1	57035	protein-coding	NM_020317.5	NP_064713.3	290	
NC_000001.11	25272486	25330445	1	plus	Rh blood group D antigen	RHD	6007	protein-coding	NM_016124.6	NP_057208.3	417	
NC_000001.11	25338334	25362361	1	plus	transmembrane protein 50A	TMEM50A	23585	protein-coding	NM_014313.4	NP_055128.1	157	
NC_000001.11	25362249	25430203	1	minus	Rh blood group CcEe antigens	RHCE	6006	protein-coding	NM_020485.8	NP_065231.4	417	
NC_000001.11	25430897	25500209	1	plus	macoilin 1	MACO1	55219	protein-coding	NM_018202.6	NP_060672.2	664	
NC_000001.11	25543606	25590400	1	plus	low density lipoprotein receptor adaptor protein 1	LDLRAP1	26119	protein-coding	NM_015627.3	NP_056442.2	308	
NC_000001.11	25616791	25784450	1	plus	mannosidase alpha class 1C member 1	MAN1C1	57134	protein-coding	NM_020379.4	NP_065112.1	630	
NC_000001.11	25800193	25818221	1	plus	selenoprotein N	SELENON	57190	protein-coding	NM_020451.3	NP_065184.2	590	
NC_000001.11	25819954	25832938	1	plus	mitochondrial fission regulator 1 like	MTFR1L	56181	protein-coding	NM_019557.6	NP_062457.3	292	
NC_000001.11	25831906	25859457	1	minus	aurora kinase A and ninein interacting protein	AUNIP	79000	protein-coding	NM_024037.3	NP_076942.1	357	
NC_000001.11	25861484	25875708	1	minus	progestin and adipoQ receptor family member 7	PAQR7	164091	protein-coding	NM_178422.6	NP_848509.1	346	
NC_000001.11	25884179	25906880	1	minus	stathmin 1	STMN1	3925	protein-coding	NM_005563.4	NP_005554.1	149	
NC_000001.11	25959767	25998063	1	minus	platelet activating factor acetylhydrolase 2	PAFAH2	5051	protein-coding	NM_000437.4	NP_000428.2	392	
NC_000001.11	26021775	26036464	1	plus	exostosin like glycosyltransferase 1	EXTL1	2134	protein-coding	NM_004455.3	NP_004446.2	676	
NC_000001.11	26037252	26046118	1	minus	solute carrier family 30 member 2	SLC30A2	7780	protein-coding	NM_032513.5	NP_115902.1	323	
NC_000001.11	26051301	26067630	1	minus	tripartite motif containing 63	TRIM63	84676	protein-coding	NM_032588.4	NP_115977.2	353	
NC_000001.11	26111162	26125555	1	plus	PDLIM1 interacting kinase 1 like	PDIK1L	149420	protein-coding	NM_152835.5	NP_690048.1	341	
NC_000001.11	26159079	26163962	1	plus	family with sequence similarity 110 member D	FAM110D	79927	protein-coding	NM_024869.3	NP_079145.2	271	
